,teks,tipe
892,Sarapan pagi sambil baca koran \n Baca berita tentang batu apung \n Bayangkan jika tidak ada hutan \n Banyak air siapa yang menampung,Pantun Alam
893,Jalan-jalan ke pinggir empang \n Nemu katak di pinggir empang \n Hati siapa tak bimbang \n Kamu botak minta dikepang,Pantun Jenaka
894,Pensil baru penghapus baru \n Untuk sambut hari sekolah baru \n Bapak guru dan Ibu guru \n Terima kasih atas semua ilmumu,Pantun Guru
895,Terbang tinggi  burung pelatuk \n Sambil memakan ikan kutuk \n Bahagianya dengarkan atuk \n Berdongeng sampai terbatuk-batuk,Pantun Anak-anak
896,Tanam pula di tepi paya \n Mudah pula mengail ikan \n Membesarkan kita hingga berjaya \n Dengan ilmu terus diamalkan,Pantun Ibu
897,Deras arus Kali Malang \n Naik perahu sangat lama \n Senang hati bukan kepalang \n Kalau cintaku kau terima,Pantun Cinta
898,Masih banyak perjuangan kita \n Ingatlah semangat ketika merdeka \n Satukan hati dan kerahkan usaha \n Agar tercapai jua impian merdeka,Pantun Kemerdekaan
899,Elok berjalan kota tua \n Kiri kanan berbatang sepat \n Elok berbini orang tua \n Perut kenyang ajaran dapat,Pantun Jenaka
900,"Buah manggis buah markisa \n Buah nanas buah pepaya \n Nak, menangislah di hadapan orang tua \n Semoga doa terkabul olehnya",Pantun Bijak
901,Burung pipt burung dara \n Bagus rupanya berwarna warni \n Agar alam tetap terjaga \n Janganlah kita mengotori,Pantun Alam
902,Asam lakum \n batang tabu \n Assamualaikum \n warormatunggalh hiwabarkatu,Pantun Budi
903,Kenanga putih ada di batu \n lalu di tuai dua pemuda \n terima kasih jika begitu \n baru damai rasa di dada,Pantun Budi
904,Bila tuan muda teruna \n Pakai seluar dengan gayanya \n Bila tuan bijak laksana \n Biji di luar apa buahnya? (Jawabannya: Buah Jambu Mete),Pantun Teka-Teki
905,Kalau ada sumur diladang \n Boleh saya menumpang mandi \n Kalau ada umur yang panjang \n Boleh kita berjumpa lagi,Pantun Perpisahan
906,Coba-coba menanam mumbang \n Moga-moga tumbuh kelapa \n Coba-coba bertanam sayang \n Moga-moga menjadi cinta,Pantun Cinta
907,Ini musim masih penghujan \n Kata simbok jangan nakal \n Kalau muslim silahkan Jumatan \n Bawa gembok amankan sendal,Pantun Jenaka
908,Air laut sedang pasang \n Air bisa membuat genangan \n Ikan bernapas dengan insang \n Paus bernapas dengan ? ( Jawabannya : Dengan izin Allah ),Pantun Teka-Teki
909,Tanam padi di tengah sawah \n Sawah subur hasil melimpah \n Pagi hari ke sekolah \n Sore hari ke madrasah,Pantun Pendidikan
910,Ada orang Maluku di jitak \n dijitak sama orang Batak \n selama jantungku masih berdetak \n cintaku tak akan luluh lantak,Pantun Cinta
911,Bunga besar bunga raflesia \n Bunga kecil bunga melati \n Cepatlah taubat wahai manusia \n Jangan menunggu sampai kau mati,Pantun Agama
912,Ke salon creambath \n biar aliran darah lancar \n Bosen ah jadi sahabat \n maunya jadi pacar!,Pantun Cinta
913,Cari lebah bersarang besar \n Jangan tersengat racun berbisa \n Janji Allah adalah benar \n Jangan tertipu kehidupan dunia,Pantun Agama
914,Lagi galau \n dihibur Upin Ipin \n Bagaimana kalau \n kita tukeran Pin?,Pantun Cinta
915,Hari minggu pergi ke museum \n Ke museum lewati hutan pohon cemara \n Cobalah saja dari tersenyum \n Sebelum mencoba untuk berbicara,Pantun Berbalas
916,Terbang tinggi burung nuri \n Hendak menuju negeri peri \n Izinkan aku menjadi bidadari \n Mendampingimu sepanjang hari,Pantun Cinta
917,Beli duku di toko latif \n Membelinya bareng si afif \n Cantik itu memang relatif \n Photoshop jadi alternatif,Pantun Jenaka
918,Pergi ke pasar membeli Kepah \n Untuk dimasak sambal pedas \n Terima Kasih buat Ayah \n Kasih dicurah hanya Tuhan yang mampu membalas,Pantun Ayah
919,Setangkai bunga indah menyihir \n terhirup baunya hati tertawan \n andai kita sudah di takdir \n hidup bersama jadi impian,Pantun Budi
920,Di sana gunung di sini gunung \n Ditengah-tengahnya danau Toba \n Ke sana bingung ke situ bingung \n Lebih baik sekolah saja,Pantun Pendidikan
921,Berakit-rakit ke hulu \n Berenang-renang ketepian \n Ayok berangkat ke penghulu \n Dari pada Cuma temenan,Pantun Jenaka
922,Kancil terikat mulut meronta \n Datang kerbau sama buaya \n Kau membawakan aku cinta \n Ditambah dengan rasa setia,Pantun Cinta
923,Sungguh bahaya ular berbisa \n Jika tergigit akan koma \n Sungguh bahagia terasa \n Bila kita selalu bersama,Pantun Cinta
924,Koran dipakai membungkus ikan \n Ikan pari punya kesaktian \n Bukan hadiah yang kuharapkan \n Cukuplah  engkau beri perhatian,Pantun Cinta
925,Burung perkutut \n burung kutilang \n Kamu kentut \n kagak bilang bilang,Pantun Jenaka
926,Pergi hutan cari herba dan rotan \n pergi bersama pak mahat \n Bangun pagi untuk kesihatan \n pacak sepadu waja tanda sihat,Pantun Budi
927,Mata belo \n ala komedian \n Gue sama elo? \n maunya jadian,Pantun Cinta
928,Kain tenun dari Sumbawa \n Kain batik dari Pekalongan \n Jika ingin jadi mahasiswa \n Sekolah Dasar jangan diabaikan,Pantun Pendidikan
929,Pohon ara dibuat gubuk \n Pasang pasak biar tegak \n Resiko asmara dunia facebook  \n Cinta ditolak blokir bertindak,Pantun Jenaka
930,Limau purut di tepi rawa \n buah dilanting belum masak \n Sakit perut sebab tertawa \n melihat kucing duduk berbedak,Pantun Jenaka
931,Kalau tuan pergi ke Tanjung \n Kirim saya sehelai baju \n Kalau tuan menjadi burung \n Sahaya menjadi ranting kayu,Pantun Cinta
932,Burung terbang di atas turi \n hinggap sebentar di pohon kenari \n Kasih sayangku amatlah murni \n Bagai embun di pagi hari,Pantun Cinta
933,"Marilah bersama bersatu dihati \n Bersama membina bangsa Indonesia \n Impian merdeka belum dikecapi \n Bangun rakyat Indonesia, bangun bersama",Pantun Kemerdekaan
934,Kalau keladi sudah ditanam \n Janganlah lagi meminta talas \n Kalau budi sudah ditanam \n Janganlah lagi meminta balas,Pantun Nasihat
935,"Lupa Rabbi petanda tingkah \n Bicara agama rangkulan taqwa \n Bapa, ayahanda dan abah \n Semesra nama simpulan jiwa",Pantun Ayah
936,Bulan depan musim pancaroba \n Banyak hujan disertai badai \n Baiklah akan saya mencoba \n Tapi tak tau akan kapan dimulai,Pantun Berbalas
937,Jangan suka makan mentimun \n Mentimun itu banyak getah nya \n Jangan suka banyak melamun \n Melamun itu tiada gunanya,Pantun Nasihat
938,Jalan-jalan ke kota Padang \n Bersama adik dan juga abang \n Angin bertiup dengan sedang \n Layang-layang pastilah terbang,Pantun Anak-anak
939,Numpak andhong ning Kotagedhe \n tuku ali-ali kagem eyang putri \n Bilih aku nduwe luput gedhe \n nyuwun kawelasan sampean ampuni,Pantun Bahasa Jawa
940,Budak-budak ramai di pekan \n Hari raya membakar petas \n Kalau adik pandai kiasan \n Apakah buah gugur ke atas? (buah Melaka),Pantun Teka-Teki
941,Ngun Syah Betara Sakti \n Panahnya bernama Nila Gandi \n Bilanya emas banyak di peti \n Sembarang kerja boleh menjadi,Pantun Nasihat
942,Jalan-jalan ke rawa-rawa \n Jika capai duduk di pohon palem \n Geli hati menahan tawa \n Melihat katak memakai helm,Pantun Jenaka
943,Rumahmu dari kayu \n Atapnya dari jerami \n Rupamu sungguh ayu \n Tapi sayang jarang mandi,Pantun Jenaka
944,Sungguh indah bunga yang ditanam \n Pergi melihat bersama teman \n Mari kita menjaga kebersihan \n Kebersihan itu sebagian iman,Pantun Alam
945,Keris bertuah amat sakti \n Kalah oleh iman nan hakiki \n Apakah ciri cinta sejati \n Berani berkorban tak kenal henti,Pantun Cinta
946,Ada hiburan kuda kepang \n Penarinya sedang bergoyang \n Ayo kita ke tanah lapang \n Untuk bermain layang-layang,Pantun Anak-anak
947,Di mana kuang hendak bertelur \n Di atas lata di rongga batu \n Di mana tuan hendak tidur \n Di atas dada di rongga susu,Pantun Jenaka
948,Dua tiga kucing berlari \n Mana nak sama si kucing belang \n Dua tiga boleh ku cari \n Manakan sama Ayahku Sorang,Pantun Ayah
949,Berbuah lebat pohon mempelam \n Rasanya manis dimakan sedap \n Bersebarlah adat seluruh alam \n Adat pusaka berpedoman kitab,Pantun Adat
950,Dua musim dalam setahun \n Musim banjir air melimpah \n Uang kertas bukanlah daun \n Jangan dihambur seperti sampah,Pantun Pendidikan
951,Ning gunung ketur tuku bolah \n kanggo ndodomi sajadahe simbah \n Dudu salahmu sing gawe susah \n nafsu amarahku sing gawe bubrah,Pantun Bahasa Jawa
952,Ada terjemahan ke bahasa Melayu \n Mudah faham isi kandungannya \n Ibu yang ikut wahyu \n Jadilah anak didiknya berjaya,Pantun Ibu
953,"Berpohon bulat daunnya rindang \n Asam dan hijau kala muda \n Bentuknya ia bagai bintang \n Kalaupun masak, kuninglah ia? (Jawabannya: Belimbing)",Pantun Teka-Teki
954,Beli kentang dibuat rujak  \n Biar mantap dicampur sambal \n Tidur terlentang tidak nyenyak \n Tidur tengkurap ada yang mengganjal,Pantun Jenaka
955,Srengenge Idul Fitri anggawa pangarep-arep \n silaturahim kanggo lantaran rumakete ati \n Kita sedaya caos pangapura kanthi mantep \n nglaleake kalepatan liyan gawe tentreme ati,Pantun Bahasa Jawa
956,Dua tiga empat lima \n Enam tujuh delapan sembilan \n Kita hidup tak akan lama \n Jangan lupa siapkan bekalan,Pantun Agama
957,Warna putih bunga melati \n Tumbuh di kebun buah \n Usahamu disiplin setiap hari \n Ajari kami tanpa lelah,Pantun Guru
958,Masak angsa di kuali \n Bukan lagi di perigi \n Sebaiknya kamu mengabdi \n Di pangkuan ibu pertiwi,Pantun Pendidikan
959,Keliling kota naik becak \n meski lama tiada jemu \n Banyak-banyak engkau membaca \n Karena membaca kuncinya ilmu,Pantun Nasihat
960,Batang selasih permainan anak \n Tumbuhnya jarang di tepi telaga \n Bercerai kasih bukan kehendak \n Paksaan orang dituruti juga,Pantun Perpisahan
961,Langit mendung diatas lautan \n Lebat hujannya tiada terbendung \n Gadis berkerudung cantik menawan \n Kedip matanya rontokan bulu hidung,Pantun Jenaka
962,Anak ayam turunlah satu \n Mati satu tinggallah habis \n Tersiksa badan waktu itu \n Sebab mengikuti setan iblis,Pantun Agama
963,Dua tiga kucing berlari \n Mana makin sama si kucing belang \n Dua tiga boleh ku cari \n takkan sama hanya Ayahku S'orang,Pantun Ayah
964,Kisah Ariel Peterpan semakin hebat diperkata \n Edison Chen versi Indonesia \n Ayah oh Ayah semoga cepat sembuh dan ceria \n Kami sekeluarga merindui gelak dan tawa ayah semula,Pantun Ayah
965,Empat kali empat \n Sama dengan enam belas \n Cepat atau lambat \n Cintaku pasti kau balas,Pantun Jenaka
966,Tinggi gunung tak tergapai \n gunung biru jauh di seberang \n Kalau murid menjadi pandai \n hati gurupun ikut senang,Pantun Nasihat
967,"Di Indonesia ada Pulau Jawa \n Tak lupa juga ada Pulau Sumatera \n Guru, ajari kami dengan sukacita \n Agar kami mampu meraih cita-cita",Pantun Guru
968,Merantau ke sibu berjumpa kawan \n pantun di padu terjawap sopan \n walau bertemu hanya di awan \n namun rindu tetap tersimpan,Pantun Budi
969,Buah pisang buah tomat \n Disimpan didalam lumbung padi \n Pantas tercium bau menyengat \n Rupanya kau belum mandi,Pantun Jenaka
970,Pergi tamsya kekota Bogor \n Jangan lupa ke Kebun Raya \n Meski engkau sudah tersohor \n Janganlah lupa ayah ibunda,Pantun Pendidikan
971,Hari panas jangan ke laut \n Kalau ke laut kapal tergalang \n Hati panas jangan diturut \n Kalau diturut akal pun hilang,Pantun Nasihat
972,Kalau tuan pergi ke Tuban \n Jangan lupa mampir ke Daka \n Shalat itu perintah Tuhan \n Jika ingkar masuk neraka,Pantun Agama
973,Pergi ke hutan cari rusa \n Hendaklah kau bawa tali \n Wahai anak cucu bangsa \n Hendaklah kau bangun ngeri,Pantun Pendidikan
974,Segar pempek sebab cuka \n Lezat dan nikmat pasti rasanya \n Banyak orang yang suka \n Memang dia baik hatinya,Pantun Cinta
975,Sungguhlah besar taman Seri Mahkota \n Tempat bermain bidadari Lela Utama \n Sungguhlah benar bagi orang yang takwa \n Ada tempat yang aman dan bahagia,Pantun Agama
976,"Terkenang kembali saat gemilang \n Sahutan Merdeka !! berulang kali \n Impian seluruh rakyat terjulang \n Senyum di muka, Gembira di hati",Pantun Kemerdekaan
977,Ikan lohan \n di atas tungku \n Daripada duduk jauhan \n mendingan abang pangku,Pantun Cinta
978,Ke kota ngajar sihir \n meski belum mahir \n cinta ini takan berakhir \n meski hidup telah berakhir,Pantun Cinta
979,Terang bulan terang Cahaya \n Cahaya memancar ke Tanjung Jati \n Jika kau ingin hidup bahagia \n Beramal ibadah sebelum mati,Pantun Agama
980,Nemu gelang di pekarangan \n Tapi gelang sudah karatan \n Siapa nyampah sembarangan \n Pasti pacarnya orang utan,Pantun Jenaka
981,Nangka muda digulai lemak \n Buah beri masak tersangkut \n Harta dunia jangan ditamak \n Bila mati takkan mengikut,Pantun Agama
982,Pergi jalan-jalan \n jam 11 harus balik \n Ga ada penyesalan \n kamulah yang terbaik,Pantun Cinta
983,Makan lepas solat zohor \n Minum air dari labu \n Nama Shafie kekal masyhur \n Bimbingan awal dari ibu,Pantun Ibu
984,Rumah di kota amatlah bersih \n Tempat bermain si orang kaya \n Berpantang mata berasa kasih \n Jumpa yang lain lupakan saya,Pantun Cinta
985,Pohon selasih tumbuh melata \n Tumbuh perdu jauh di sana \n Sepasang kasih mabuk bercinta \n Siang merindu malam merana,Pantun Cinta
986,Begitu indah alam semesta \n Lebih indah dari mutiara \n Apakah tanda hatinya cinta \n Penuh kasih bersikap mesra,Pantun Cinta
987,Siang-siang minum es \n Minumnya sambil nonton upin ipin \n Kamu tau siapa itu orang sukses \n Sukses itu adalah orang-orang rajin,Pantun Bijak
988,Masak gulai sepikulan \n Enaknya tak ada lawan \n Lemah gemulai bila berjalan \n Dialah gadis yang menawan,Pantun Cinta
989,Rajut kain dengan benang \n Rajutnya oleh putri dayang \n Ayah pulang hatiku senang \n Wajah ibu juga kan riang,Pantun Anak-anak
990,Hari minggu mancing di kali \n di pinggiran melihat buaya \n Hidup di dunia hanya sekali \n maka jalani dengan sebaik-baiknya,Pantun Agama
991,Lebat daun bunga tanjung \n Berbau harum bunga cempaka \n Adat dijaga pusaka dijunjung \n Baru terpelihara adat pusaka,Pantun Adat
992,Apa guna pergi mengaji \n kalau tidak pakai peci \n apa guna anda berjanji \n kalau tidak ditepati,Pantun Budi
993,buah salak baru dipetik \n buah dukuh buah delima \n ada banyak wanita cantik \n cuma kamu yg aku cinta,Pantun Cinta
994,Daun terap di atas dulang \n Anak udang mati di tuba \n Dalam kitab ada terlarang \n Yang haram jangan dicoba,Pantun Agama
995,Papan rengat dari rawa \n semua orang ingin membawa \n Cintamu hangat di dalam jiwa \n saperti cahaya dari sang surya,Pantun Cinta
996,Sayang rindu terbiar sakitan \n pipi basah melurut rintisan \n Terbayang wajah sesegar ingatan \n Rindu ayah bersalut tangisan,Pantun Ayah
997,"Pisau tajam, pisau belati \n Jangan tertipu pisau palsu \n Cinta sejati timbul dari hati \n Bukan timbul dari nafsu",Pantun Cinta
998,Gadis Aceh berhati gundah \n Menanti teruna menghulur tepak \n Gula manis sirih menyembah \n Adat dijunjung dipinggir tidak,Pantun Adat
999,Pergi ke pasar membeli Kepah \n Untuk dimasak sambal pedas \n Terima Kasih buat Ayah \n Kasih dan sayangmu hanya Tuhan yg mampu membalas,Pantun Ayah
1000,Bunga cina di atas batu \n Daunnya lepas ke dalam ruang \n Adat budaya tidak berlaku \n Sebabnya emas budi terbuang,Pantun Budi
1001,Minum air dari labu \n Boleh dibawa bila berjalan \n Bimbingan awal dari ibu \n Serta kasih yang berkekalan,Pantun Ibu
1002,Gagang golokgagang cangkul \n Gagang cangkul juga gagang celurit \n Ga bisa nyolok katanya tumpul \n Biarpun tumpul tetep hasilnya buncit?,Pantun Jenaka
1003,Anak angsa mati lemas \n Mati lemas di air masin \n Hilang bahasa karena emas \n Hilang budi karena miskin,Pantun Budi
1004,Badan siapa terkena kudis \n Obati saja dengan lada \n Siang malam merayu gadis \n Duduk bersanding bersama janda,Pantun Jenaka
1005,Kemuning daunnya lampai \n Tubuh dijirat paduka tuan \n Diatas dunia kaul tak sampai \n Didalam surga ada penantian,Pantun Agama
1006,Memasak ikan di dalam peti \n Paling enak di campur terasi \n Gayanya aja kayak selebriti \n Tapi dompetnya kagak berisi,Pantun Jenaka
1007,Habis mandi pergi ke Mushola \n Mushola tempat tuk mengaji \n Guru ikhlas ajari kita \n Bertubi-tubi sampai kita pandai,Pantun Guru
1008,Hormatilah seorang guru \n Agar ilmu menjadi bermanfaat \n Ikhlaslah dalam mencari ilmu \n Insyaallah kau kan bermartabat,Pantun Bijak
1009,Kemumu di dalam semak \n Jatuh sehelai selarasnya \n Meski ilmu setinggi tegak \n Tak sembahyang apa gunanya,Pantun Agama
1010,Bila todak melanda Singapura \n Habis dikerat dicincang lumat \n Bila khianat pada manusia \n Dunia akhirat takkan selamat,Pantun Agama
1011,Boleh dibawa bila berjalan \n Kitab Shafie berjudul Risalah \n Serta kasih yang berkekalan \n Kuat hubungan dengan Allah,Pantun Ibu
1012,Lebat daun bunga tanjung \n Berbau harum bunga cempaka \n Adat dijaga pusaka dijunjung \n Baru terpelihara adat pesaka,Pantun Adat
1013,Setiap berkata gunakan otak \n Otak berfikir demi pengetahuan \n Sama-sama bibir bergerak \n Pilihlah kata yang menyenagkan,Pantun Pendidikan
1014,Tanam ubi tanam tebu \n Tanam pula di tepi paya \n Terima kasih kepada ibu \n Membesarkan kita hingga berjaya,Pantun Ibu
1015,Arjuna satria pandai memanah \n dari negeri antah berantah \n Agar rumah tangga sakinah \n taat pada apa yang diperintah,Pantun Cinta
1016,Di pinggir kolam makan bubur \n Jangan lupa pakai keripik \n Dari semalem aye ga bisa tidur \n Selalu teringat wajah mu yang cantik,Pantun Jenaka
1017,Tupai lompat mencuri kentang \n kentang habis tinggalah ikan \n Sholat magrib waktu petang \n jangan pernah kau tinggalkan,Pantun Nasihat
1018,Lembayung di antara semak \n Jatuh melayang ke dalam paya \n Walau ilmu setinggi tegak \n Tidak sembahyang apa gunanya,Pantun Agama
1019,Pergi ke sawah membawa cangkul \n Membawa bekal semangkok soto \n Jika kamu merasa anak gaul \n Apa bahasa inggrisnya nenek - nenek salto ? ( Jawabannya : Believe it or not ),Pantun Teka-Teki
1020,Buah apel berwarna merah \n Ketika digidit renyah sekali \n Hasil kita bersusah payah \n Menjaga kesehatan yang hakiki,Pantun Berbalas
1021,Buah nanas buah naga \n Enak disantap dikala senja \n Dikala muda sudah terbiasa \n Saat menua merasakan hasilnya,Pantun Berbalas
1022,Kain tenun dari sumbawa \n Kain batik dari pekalongan \n Kalau ingin jadi mahasiswa \n Sekolah Dasar jangan diabaikan,Pantun Pendidikan
1023,Dulang bukan sembarang dulang \n Dulang besar melebihi rantang \n Bolang bukan sembarang bolang \n Bolang berani menyerah pantang,Pantun Anak-anak
1024,Hujan gerimis deraslah amat \n Ada kilat bertabrakan \n Hari kamis malam jumat \n Yang mau kumat dipersilahkan,Pantun Jenaka
1025,Anak kecil berkepang pita \n Hendak berangkat main ke kota \n Padamu aku jatuh cinta \n Siang malam tampak di mata,Pantun Cinta
1026,Kadang salah kadang benar \n Kadang terang kadang bunar \n Rajinlah belajar \n Agar kamu menjadi pintar,Pantun Bijak
1027,Tukang bakso berbaju biru \n Sedang keliling kampung berjualan \n Justru kamu sebagai orang baru \n Mulai menyapa untuk berkenalan,Pantun Berbalas
